REGIAO;UF;MUNICIPIO ;CODIGO DO IBGE;DENOMINACAO DA COMUNIDADE;ID QUILOMBOLA;N PROCESSO NA FCP;DATA DA ABERTURA DO PROCESSO;N DO LIVRO DE REGISTRO;N DO REGISTRO;N DA FOLHA DO LIVRO DE REGISTRO;N DA PORTARIA DE CERTIFICACAO;DATA DA PORTARIA NO D.O.U;LINK DA PUBLICACAO NO DOU;N PROCESSO INCRA;LATITUDE - S-N;LONGITUDE - W-E;ENDERECO/TELEFONE DA COMUNIDADE;OBSERVACOES
SUDESTE;ES;CONCEICAO DA BARRA;3201605;ANGELIM, ANGELIM DISA, ANGELIM II, ANGELIM III E CORREGO DO MACUCO;884;01420.002134/2006-81;31/08/2006;1;69;73;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54340.000131/2012-15 ;422503;7962178;;
NORDESTE;PE;PASSIRA;2610509;CHA DOS NEGROS;1.519;01420.000286/2002-15;20/06/2002;1;70;74;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54140.000266/2008-42 ;;;Gorete (81) 99618-2366 - goretemartins91@hotmail.com;
NORDESTE;PE;GARANHUNS;2606002;TIMBO;1.004;01420.000352/2001-76;11/04/2001;1;71;75;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54140.000472/2005-18 ;-8.99859;-36.39267;;
NORDESTE;PE;BEZERROS;2601904;GUARIBAS;966;01420.000288/2002-12;20/06/2002;1;72;76;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54140.001175/2012-19 ;;;;
NORTE;PA;GURUPÁ;1503101;JOCOJO;278;01420.000523/2004-18;16/08/2004;1;73;77;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;;;;
NORDESTE;PE;SAO BENTO DO UNA;2613008;SERROTE DO GADO BRABO;1.018;01420.000284/2002-26;20/06/2002;1;75;79;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54140.001634/2004-46 ;;;;
NORTE;PA;GURUPÁ;1503101;ALTO IPIXUNA;290;01420.000529/2004-87;19/07/2004;1;76;80;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;;;Verificar, visto que consta no SIGAD o N de processo 01420.010454/2013-33, solicitando certificaCAo de todas.;
NORTE;PA;GURUPÁ;1503101;CARRAZEDO;283;01420.000525/2004-07;13/08/2004;1;78;82;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;;;;
NORTE;PA;GURUPÁ;1503101;FLEXINHA;281;01420.000524/2004-54;16/08/2004;1;79;83;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54100.001488/2015-88;;;;
NORTE;PA;GURUPÁ;1503101;GURUPÁ MIRIM;277;01420.000530/2004-10;19/07/2004;1;80;84;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;;;;
NORTE;PA;GURUPÁ;1503101;MARIA RIBEIRA;291;01420.002754/2006-10;31/10/2006;1;81;85;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;;;;
NORTE;PA;GURUPÁ;1503101;CAMUTÁ DO IPIXUNA;285;01420.000526/2004-43;12/08/2004;1;82;86;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;;;;
NORTE;PA;GURUPÁ;1503101;SAO FRANCISCO MEDIO DO IPIXUNA;484;01420.001193/2005-51;03/06/2005;1;83;87;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;;;;
NORTE;PA;GURUPÁ;1503101;BACÁ DO IPIXUNA;287;01420.000517/2004-52;12/08/2004;1;84;88;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;;;;
NORTE;PA;GURUPÁ;1503101;ALTO PUCURUI;288;01420.000527/2004-98;12/08/2004;1;85;89;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;;;;
SUDESTE;MG;JEQUITINHONHA;3135803;MUMBUCA;124;01420.000657/2004-21;28/09/2004;1;86;90;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54170.003745/2005-11;-16.302363;-40.968519;ntccom@yahoo.com.br;
NORDESTE;BA;FILADELFIA;2910859;GAVIAO;1.056;01420.000345/2004-17;20/02/2008;1;87;91;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;-10.672889;-40.143934;Valdênia Máximo Azevedo - Rua Ruy Barbosa, N 44, Centro - Senhor do Bonfim/BA - CEP: 48970-000 - (74) 99144-0230;
NORDESTE;BA;FILADELFIA;2910859;RIACHO DAS PEDRINHAS;1.724;01420.000429/2004-51;15/07/2004;1;88;92;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54160.001818/2013-69;-10.734978;-40.034482;;
NORDESTE;BA;FILADELFIA;2910859;CAJÁ;1.054;01420.000428/2004-14;20/08/2009;1;89;93;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;-10.756488;-40.121359;;
NORDESTE;BA;WANDERLEY;2933455;CACHIMBO;2.327;01420.000580/2004-99;27/08/2004;1;90;94;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;;;;;
SUL;SC;PORTO BELO;4213500;VALONGO;977;01420.000528/2004-32;31/01/2011;1;91;95;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54210.001046/2006-01 ;;;;
NORDESTE;BA;MALHADA;2920205;TOME NUNES;1.801;01420.000604/2004-18;15/09/2004;1;92;96;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54160.001501/2008-65;141337.57;434342.53;;
NORDESTE;RN;POCO BRANCO;2410108;ACAUA;138;01420.000603/2004-65;15/09/2004;1;93;97;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54330.001908/2004-60 ;-5.640984;-35.686817;;
SUDESTE;MG;JOAO PINHEIRO;3136306;SANTANA DO CAATINGA;1.957;01420.000348/2004-51;15/06/2004;1;94;98;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54170.008056/2005-01;-17.148056;-45.886111;;
SUDESTE;MG;VAZANTE;3171006;BAGRES;877;01420.000338/2003-34;12/09/2003;1;95;99;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54170.007020/2005-00;;;;
NORDESTE;MA;ALCÂNTARA;2100204;ÁGUAS BELAS, APICUM GRANDE, ARENHENGAUA, BACANGA, BACURIAJUBA, BAIXA GRANDE I, BAIXA GRANDE II, BAIXO DO GRILO, BARACATATIUA, BARREIROS, BEBEDOURO, BEJÚ-ACU, BELEM, BOA VISTA I, BOA VISTA II, BOA VISTA III, BOCA DO RIO, BOM DE VIVER,  BOM JARDIM, BORDAO, BRITO I, CACADOR, CAICAUA I, CAICAUA II, CAJAPARI,  CAJATIUA, CAJIBA, CAPIJUBA, CAJUEIRO II , CAMIRIM, CANAVIEIRA, CANELATIUA, CAPIM ACU, CAPOTEIRO, CARATATIUA, CASTELO, CAVEM II, CENTRO DA EULÁLIA, CONCEICAO, COQUEIRO, CORRE FRESCO, CUJUPE I, CUJUPE II, CURUCÁ I, ENGENHO I, ESPERANCA, FLORIDA, FORA CATIVEIRO, GUANDA I, GUANDA II, IGUAIBA, ILHA DA CAMBOA, IRIRIZAL, ISCOITO, ITAPERAI, ITAPIRANGA, ITAPUAUA, ITAUAÚ, JACARE I, JACROA, JANA, JARUCAIA, JORDOA, LADEIRA II, LAGO, MACAJUBAL I, MACAJUBAL II, MAE EUGÊNIA, MAMONA I, MAMONA II, MANGUEIRAL, MANIVAL, MARACATI, MARIA PRETA, MARINHEIRO, MARMORANA, MATO GROSSO, MURARI, MUTITI, NOVA ESPERA, NOVA PONTA SECA, NOVO CAJUEIRO, NOVO MARUDA, NOVO PEPITAL, NOVO PERU, NOVO SO ASSIM, OITIUA, PACATIUA, PACURI, PALMEIRAS, PAQUATIVA, PAVAO, PERI ACU, PERIZINHO, PEROBA DE BAIXO, PEROBA DE CIMA, PIQUIA, PONTA D'AREIA, PORTO DA CINZA,  PORTO DE BAIXO, PORTO DE CABLOCO,  PORTO DO BOI I, PRAIA DE BAIXO, PRAINHA, PRIMIRIM,  QUIRIRITIUA, RAPOSA, RASGADO, RETIRO, RIO GRANDE I, RIO GRANDE II, RIO VERDE, SALINA, SAMUCANGAUA, SANTA BÁRBARA, SANTA HELENA, SANTA LUZIA, SANTA MARIA, SANTA RITA I, SANTA RITA II, SANTANA DOS CABLOCOS, SANTO INÁCIO, SAO BENEDITO I, SAO BENEDITO II, SAO BENEDITO III, SAO FRANCISCO I, SAO FRANCISCO II, SAO JOAO DE CORTES, SAO JOSE, SAO LOURENCO, SAO MAURICIO, SAO PAULO, SAO RAIMUNDO II, SAO RAIMUNDO III, SEGURADO, TACAUA I, TAPICUEM (ITAPECUEM), TAPUIO, TATUOCA, TATUROCA, TERRA MOLE, TERRA NOVA, TIMBOTUBA, TIQUARAS II, TRAJANO, TRAPUCARA, TRAQUAI, VAI COM DEUS, VILA ITAPERAI, VILA MARANHENSE, VILA NOVA I (VILA DO MEIO), VILA NOVA II e VISTA ALEGRE;;01420.001033/2004-21;21/10/2004;1;96;100;35/2004;10/12/2004;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=10/12/2004;54230.002401/2006-13;;;;ALCANTARA
NORDESTE;MA;BURITI;2102200;SANTA CRUZ;1.236;01420.000243/2005-82;21/02/2005;2;28;33;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54230.003910/2005-82 ;;;;
NORDESTE;AL;POCO DAS TRINCHEIRAS;2707206;JORGE;1.566;01420.001243/2004-19;01/12/2004;2;52;52;26/2005;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;;-9.34;-37.28;;
NORDESTE;BA;SALVADOR;2927408;PRAIA GRANDE;1.852;01420.000388/2004-01;24/06/2004;2;97;2;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54160.001114/2008-29;-12.758324;-38.528458;;ILHA DA MARE
NORDESTE;MA;PRESIDENTE VARGAS;2109304;FINCA PE;738;01420.001030/2004-97;04/11/2004;2;98;3;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;;;;;
NORDESTE;MA;ITAPECURU MIRIM;2105401;IPIRANGA DO CARMINA;144;01420.001031/2004-31;09/11/2004;2;99;4;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54230.004778/2004-45;-3.387152;-44.225706;;
NORDESTE;MA;ITAPECURU MIRIM;2105401;FILIPA;1.277;01420.001032/2004-89;09/11/2004;2;100;5;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54230.004784/2004-01 ;;;;
NORDESTE;MA;SAO LUIS GONZAGA DO MARANHAO;2111409;MONTE ALEGRE;563;01420.001085/2004-05;12/11/2004;2;101;6;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54230.004781/2004-69 ;;;;
SUDESTE;RJ;MANGARATIBA;3302601;ILHA DE MARAMBAIA;896;01420.000123/1999-86;24/03/1999;2;103;8;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54180.000945/2006-83 ;-23.067898;-43.993974;JO 21-99749-1004/99639-2321/97108-0695;
CENTRO-OESTE;GO;SILVÂNIA;5220603;ALMEIDAS;2.211;01420.000522/2004-65;16/08/2004;2;104;9;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54150.001540/2006-10 ;;;Faz. SAo Sebastiao da Unia, Zona Rural, CEP: 75180-000 Vianapolis/GO - AssociaCAo Quilombo dos Almeidas. CNPJ 08.714.192/0001-00. SebastiAo Moreira da Silva - (62) 9303- 4430 - (62) 9608-4538/9675-4075. guilherme-franca93@hotmail.com;
NORDESTE;BA;CAMPO FORMOSO;2906006;LAGE DOS NEGROS;1.677;01420.000053/1998-85;25/02/1998;2;106;10;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54160.001193/2006-14;-10.1816;-40.9606;Celestino JosE de Carvalho - Presidente da AssociaCAo Quilombola de Lage de Cima. (74) 3553-5004/6004/ (74) 8809-4962  ou (74) 9115-5474. Monica Costa Sales de presidenta da associaCAo de Casa Nova dos Marinos-Lage dos Negros monicachique61@gmail.com;
NORDESTE;PB;GURINHEM | MOGEIRO;2509404;MATAO;146;01420.000656/2004-86;28/09/2004;2;107;11;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54320.000413/2005-13 ;-7.226632;-35.502771;;
SUDESTE;MG;BIAS FORTES;3106804;COLÔNIA DO PAIOL;1.916;01420.000433/1997-39;24/12/1997;2;108;12;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54170.002931/2004-51;-21.590657;-43.723383;;
SUDESTE;MG;BELO VALE;3106408;BOA MORTE;853;01420.000135/1998-92;15/04/1998;2;109;13;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54170.003741/2005-32;-44.034959;-20.431003;MaurIcio - 031 9365 4845 / 031 9286 4126;
SUDESTE;MG;MUZAMBINHO;3144102;MUZAMBINHO;858;01420.000153/1999-55;14/04/1999;2;110;15;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54170.003743/2005-21;;;;
SUDESTE;MG;VAZANTE;3171006;CONSCIÊNCIA NEGRA;2.013;01420.000652/2004-06;28/09/2004;2;111;16;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54170.004012/2016-56;;;;
SUDESTE;MG;VAZANTE;3171006;BAINHA;2.011;01420.001143/2004-92;25/10/2004;2;112;17;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54170.003742/2005-87;;;;
NORDESTE;BA;FILADELFIA;2910859;PAPAGAIO;1.722;01420.000947/2004-74;27/10/2004;2;113;18;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;;-10.650797;-40.273165;;
SUDESTE;MG;CONTAGEM;3118601;ARTUROS ;1.924;01420.001226/2004-81;30/11/2004;2;114;19;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54170.003744/2005-76;-19.896944;-44.083889;;
SUDESTE;MG;BELO HORIZONTE;3106200;LUIZES;440;01420.001223/2004-48;30/11/2004;2;115;20;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54170.003740/2005-98;-19.940506;-43.966175;Caetana - (61) 3391-1610/ 99668-9130 - Lourdes - (31) 3398-9398 - Maria Lúcia - (31) 3332-7840 - Roberto Lúcio - (31) 3376-2480/ 99939-1449;
NORDESTE;BA;MORRO DO CHAPEU;2921708 | 2933307;VELAME;191;01420.000602/2004-11;15/09/2004;2;116;21;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54160.002985/2006-06;-11.53221;-41.462999;BR - 116, Distrito de Veredinha, VitOria da Conquista/BA;REGISTRADO NO LIVRO 10 - Chapada da Diamantina
CENTRO-OESTE;MS;CORGUINHO;5003108;FURNAS DA BOA SORTE;36;01420.000269/1998-59;21/07/1998;2;117;22;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54290.000404/2004-46 ;-19.915409;-55.143722;JosE Roberto Camargo de Souza - ZezAo, INCRA, Av. Afonso peri N 2386, 4º andar, Ed. Dr de Andrade, Centro, Campo Grande, CEP: 79002-010;
CENTRO-OESTE;MS;JARAGUARI;5004908;FURNAS DO DIONISIO;18;01420.000300/1998-05;11/08/1998;2;118;23;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54290.000401/2004-11 ;-20.157132;-54.576341;;
NORDESTE;MA;BREJO;2102101;ÁRVORES VERDES E ESTREITO;248;01420.001804/2005-61;10/08/2004;2;119;24;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54230.004960/2005-87 ;-3.753736;-42.703075;;
SUL;RS;PORTO ALEGRE;4314902;ALPES;2.121;01420.001383/2004-97;16/12/2004;2;120;25;26/2005;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;54220.000183/2005-11;-30.091827;-51.194321;Rosângela - 51-9524-1928;
SUDESTE;SP;ELDORADO;3514809;SAPATU;925;01420.000474/2000-81;09/08/2000;2;121;26;23/2005;25/05/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=4&data=25/05/2005;54190.003180/2004-52 ;;;;
SUDESTE;SP;ITAOCA;3522158;CANGUME;943;01420.000588/2004-55;27/08/2004;2;122;27;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54190.001485/2005-19 ;-24.599868;-48.795417;;
SUDESTE;SP;IGUAPE | JUQUIÁ;3520301 | 3526100;MORRO SECO;114;01420.000473/2000-01;10/08/2000;2;123;28;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54190.001541/2005-15 ;-24.384069;-47.659222;;
SUDESTE;SP;CANANEIA;3509908;MANDIRA;118;01420.000440/2002-59;16/09/2002;2;124;29;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54190.003179/2004-96 ;-25.001351;-48.051568;;
NORTE;AP;CALCOENE;1600204;CUNANI;333;01420.000018/2005-46;06/01/2005;2;125;30;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54350.000346/2004-07 ;;;;
NORDESTE;BA;RIACHO DE SANTANA;2926400;AGRESTE;1.115;01420.000247/2005-61;21/02/2005;2;126;31;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54160.001705/2008-04;-13.412285;-42.975643;"Joaquina AmElia Pereira - Povoado do Agreste - CEP: 46.470-000 - Riacho de Santana/BA - (77) 99903-2276 - martakoralpereira@gmail.com
";
SUDESTE;MG;PARAOPEBA;3147402;PONTINHA;1.106;01420.001221/2004-59;30/11/2004;2;127;32;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54170.002490/2004-98;-19.390738;-44.461061;;
NORDESTE;BA;NOVA VICOSA;2923001;HELVECIA;1.829;01420.000968/2000-66;27/11/2000;2;129;34;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54160.004320/2008-91;-17.808841;-39.664564;;
NORDESTE;BA;NOVA VICOSA;2923001;RIO DO SUL;1.832;01420.000246/2005-16;21/02/2005;2;130;35;26/2005;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;54160.001670/2013-62 ;-17.782431;-39.725797;Carolina 9659-5443  - Ass. De Peq. Pord. Rurais de Remanescente de Quilombo de Nova ViCosa. CNPJ: 22.488.710/0001-45;
NORDESTE;BA;NOVA VICOSA;2923001;CÂNDIDO MARIANO;670;01420.000248/2005-13;21/02/2005;2;131;36;26/2005;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;54160.000296/2011-16;-17.877534;-39.720189;;
NORDESTE;BA;CARAVELAS;2923001;VOLTA MIÚDA;1.833;01420.000241/2005-93;21/02/2005;2;132;37;26/2005;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;54160.000300/2011-46;-17.742443;-39.640936;;
NORDESTE;BA;CARAVELAS;2923001;NAIÁ;1.831;01420.000249/2005-50;21/02/2005;2;133;38;26/2005;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;;-17.752565;-39.704482;UNEGRO Extremo Sul da Bahia - PraCa Caravelas, 70 - Bairro Vila Vargas - Teixeira de Freitas/BA - CEP: 45.993-003 - A/C Valdeir Soares da ConceiCAo;
NORDESTE;BA;CARAVELAS;2923001;MUTUM;1.830;01420.000245/2005-71;21/02/2005;2;134;39;26/2005;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;;-17.774736;-39.68139;(22) 99278-0148/97401-2353 AndrE Luiz Sacramento - andresacramento41@yahoo.com.br - PraCa Caravelas, 70, Bairro, Vila Vargas, Teixeira de Freitas/BA - CEP: 45.993-003 Moah do Mov. Negro ;
NORDESTE;MA;ANAJATUBA;2100709;SAO PEDRO;1.213;01420.000242/2005-38;21/02/2005;2;135;40;jul/05;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;54230.001606/2014-;;;;
NORDESTE;MA;ANAJATUBA;2100709;SAO ROQUE;1.214;01420.000240/2005-49;21/02/2005;2;136;41;jul/05;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;54230.005724/2013-98;;;;
NORDESTE;PE;ITACURUBA;2607406;NEGROS DE GILÚ;1.505;01420.000285/2002-71;26/04/2002;2;137;42;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54141.000746/2003-99  e 54141.001004/2007-12;;;;
NORDESTE;PE;GARANHUNS;2606002;CASTAINHO;295;01420.000252/1996-94;10/10/1996;2;138;43;26/2005;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;54140.002109/2005-29 ;-8.92372;-36.470052;;
NORDESTE;PE;SALGUEIRO;2612208;CONCEICAO DAS CRIOULAS;251;01420.000268/1998-96;21/07/1998;2;139;44;26/2005;08/06/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=15&data=08/06/2005;54141.001339/2004-80;-8.277652;-38.919302;Vila da ConceiCAo das Crioulas - CEP 56.000-000 Salgueiro/PE;
NORDESTE;PE;AFOGADOS DA INGAZEIRA;2600104;LEITAO;1.474;01420.000053/2004-84;03/02/2004;2;140;45;32/2005;19/08/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=20&data=19/08/2005;;;;;
NORDESTE;AL;UNIAO DOS PALMARES;2709301;MUQUEM;1.583;01420.001241/2004-20;02/02/2004;2;141;46;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;;8989266.477;823720.088;;
NORDESTE;AL;SANTA LUZIA DO NORTE;2707909;QUILOMBO;1.113;01420.001240/2004-85;02/12/2004;2;142;47;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;;-9.09;-35.33;;
NORDESTE;AL;DELMIRO GOUVEIA;2702405;POVOADO CRUZ;1.542;01420.001297/2004-84;08/12/2004;2;143;48;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54360.001218/2011-82 ;-9.43;-38.09;;
NORDESTE;AL;BATALHA;2700706;CAJÁ DOS NEGROS;1.537;01420.001245/2004-16;02/12/2004;2;144;49;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;54360.000053/2013-93 ;-9.75022;-37.0844;Comunidade Cajá dos Negros - Batalha/AL, CEP: 57420-000 -  ivanizaleite@bol.com.br - Presidente da AssociaCAo: Ivaniza Leite da Silva - (orelhAo)/3531-1382/Claudevânia da Silva - (82) - Jucena da ConceiCAo Silva - (82) 9988-3517 ou Eliane ConceiCAo da Silva - (82) 9913-0796;
NORDESTE;AL;POCO DAS TRINCHEIRAS;2707206;ALTO DO TAMANDUÁ;1.565;01420.001246/2004-52;02/12/2004;2;145;50;jul/05;19/04/2005;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=3&data=19/04/2005;;-9.32;-37.87;;
